id,container id,scenario,background,illumination,width at the top,width at the bottom,height,depth,container capacity,container mass,filling type,filling level,filling density,filling mass,object mass,handover starting frame,handover start timestamp,handover hand,audio_file,rgb_view1,rgb_view2,rgb_view3,rgb_view4
94,8,1,0,1,135.0,135.0,164.0,56.0,1239.84,31.0,1,1,0.34,266.0,297.0,-1,-1,-1,data/train/audio/000094.wav,data/train/view1/rgb/000094.mp4,data/train/view2/rgb/000094.mp4,data/train/view3/rgb/000094.mp4,data/train/view4/rgb/000094.mp4
95,7,2,0,1,193.0,193.0,241.0,69.0,3209.397,59.0,2,2,0.82,2680.0,2739.0,-1,-1,-1,data/train/audio/000095.wav,data/train/view1/rgb/000095.mp4,data/train/view2/rgb/000095.mp4,data/train/view3/rgb/000095.mp4,data/train/view4/rgb/000095.mp4
96,3,0,1,1,69.0,39.0,85.0,-1.0,202.0,3.0,1,2,0.34,66.0,69.0,-1,-1,-1,data/train/audio/000096.wav,data/train/view1/rgb/000096.mp4,data/train/view2/rgb/000096.mp4,data/train/view3/rgb/000096.mp4,data/train/view4/rgb/000096.mp4
97,9,0,1,1,80.0,80.0,131.0,45.0,471.6,15.0,1,1,0.34,89.0,104.0,-1,-1,-1,data/train/audio/000097.wav,data/train/view1/rgb/000097.mp4,data/train/view2/rgb/000097.mp4,data/train/view3/rgb/000097.mp4,data/train/view4/rgb/000097.mp4
98,4,1,0,1,88.0,56.0,91.0,-1.0,296.0,86.0,1,2,0.34,89.0,175.0,-1,-1,-1,data/train/audio/000098.wav,data/train/view1/rgb/000098.mp4,data/train/view2/rgb/000098.mp4,data/train/view3/rgb/000098.mp4,data/train/view4/rgb/000098.mp4
99,5,2,1,0,81.0,67.0,136.0,-1.0,363.0,134.0,0,0,0.0,0.0,134.0,-1,-1,-1,data/train/audio/000099.wav,data/train/view1/rgb/000099.mp4,data/train/view2/rgb/000099.mp4,data/train/view3/rgb/000099.mp4,data/train/view4/rgb/000099.mp4
100,9,1,0,0,80.0,80.0,131.0,45.0,471.6,15.0,2,2,0.82,347.0,362.0,-1,-1,-1,data/train/audio/000100.wav,data/train/view1/rgb/000100.mp4,data/train/view2/rgb/000100.mp4,data/train/view3/rgb/000100.mp4,data/train/view4/rgb/000100.mp4
101,8,2,1,0,135.0,135.0,164.0,56.0,1239.84,31.0,1,2,0.34,478.0,509.0,-1,-1,-1,data/train/audio/000101.wav,data/train/view1/rgb/000101.mp4,data/train/view2/rgb/000101.mp4,data/train/view3/rgb/000101.mp4,data/train/view4/rgb/000101.mp4
102,4,1,0,1,88.0,56.0,91.0,-1.0,296.0,86.0,2,2,0.82,219.0,305.0,-1,-1,-1,data/train/audio/000102.wav,data/train/view1/rgb/000102.mp4,data/train/view2/rgb/000102.mp4,data/train/view3/rgb/000102.mp4,data/train/view4/rgb/000102.mp4
103,7,0,1,0,193.0,193.0,241.0,69.0,3209.397,59.0,1,2,0.34,1291.0,1350.0,-1,-1,-1,data/train/audio/000103.wav,data/train/view1/rgb/000103.mp4,data/train/view2/rgb/000103.mp4,data/train/view3/rgb/000103.mp4,data/train/view4/rgb/000103.mp4
104,7,1,1,1,193.0,193.0,241.0,69.0,3209.397,59.0,1,2,0.34,1291.0,1350.0,-1,-1,-1,data/train/audio/000104.wav,data/train/view1/rgb/000104.mp4,data/train/view2/rgb/000104.mp4,data/train/view3/rgb/000104.mp4,data/train/view4/rgb/000104.mp4
105,9,1,1,1,80.0,80.0,131.0,45.0,471.6,15.0,1,2,0.34,159.0,174.0,-1,-1,-1,data/train/audio/000105.wav,data/train/view1/rgb/000105.mp4,data/train/view2/rgb/000105.mp4,data/train/view3/rgb/000105.mp4,data/train/view4/rgb/000105.mp4
106,1,1,1,1,98.0,61.0,119.0,-1.0,520.0,10.0,1,1,0.34,109.0,119.0,-1,-1,-1,data/train/audio/000106.wav,data/train/view1/rgb/000106.mp4,data/train/view2/rgb/000106.mp4,data/train/view3/rgb/000106.mp4,data/train/view4/rgb/000106.mp4
107,9,2,0,1,80.0,80.0,131.0,45.0,471.6,15.0,2,1,0.82,193.0,208.0,-1,-1,-1,data/train/audio/000107.wav,data/train/view1/rgb/000107.mp4,data/train/view2/rgb/000107.mp4,data/train/view3/rgb/000107.mp4,data/train/view4/rgb/000107.mp4
108,3,1,0,1,69.0,39.0,85.0,-1.0,202.0,3.0,3,1,1.0,101.0,104.0,-1,-1,-1,data/train/audio/000108.wav,data/train/view1/rgb/000108.mp4,data/train/view2/rgb/000108.mp4,data/train/view3/rgb/000108.mp4,data/train/view4/rgb/000108.mp4
109,8,2,1,1,135.0,135.0,164.0,56.0,1239.84,31.0,1,2,0.34,478.0,509.0,-1,-1,-1,data/train/audio/000109.wav,data/train/view1/rgb/000109.mp4,data/train/view2/rgb/000109.mp4,data/train/view3/rgb/000109.mp4,data/train/view4/rgb/000109.mp4
110,4,2,0,0,88.0,56.0,91.0,-1.0,296.0,86.0,3,1,1.0,148.0,234.0,-1,-1,-1,data/train/audio/000110.wav,data/train/view1/rgb/000110.mp4,data/train/view2/rgb/000110.mp4,data/train/view3/rgb/000110.mp4,data/train/view4/rgb/000110.mp4
111,4,0,1,1,88.0,56.0,91.0,-1.0,296.0,86.0,2,1,0.82,122.0,208.0,-1,-1,-1,data/train/audio/000111.wav,data/train/view1/rgb/000111.mp4,data/train/view2/rgb/000111.mp4,data/train/view3/rgb/000111.mp4,data/train/view4/rgb/000111.mp4
112,7,2,0,0,193.0,193.0,241.0,69.0,3209.397,59.0,1,1,0.34,717.0,776.0,-1,-1,-1,data/train/audio/000112.wav,data/train/view1/rgb/000112.mp4,data/train/view2/rgb/000112.mp4,data/train/view3/rgb/000112.mp4,data/train/view4/rgb/000112.mp4
113,5,2,1,0,81.0,67.0,136.0,-1.0,363.0,134.0,3,2,1.0,327.0,461.0,-1,-1,-1,data/train/audio/000113.wav,data/train/view1/rgb/000113.mp4,data/train/view2/rgb/000113.mp4,data/train/view3/rgb/000113.mp4,data/train/view4/rgb/000113.mp4
114,2,0,0,0,69.0,42.0,72.0,-1.0,185.0,2.0,0,0,0.0,0.0,2.0,-1,-1,-1,data/train/audio/000114.wav,data/train/view1/rgb/000114.mp4,data/train/view2/rgb/000114.mp4,data/train/view3/rgb/000114.mp4,data/train/view4/rgb/000114.mp4
115,3,0,0,1,69.0,39.0,85.0,-1.0,202.0,3.0,0,0,0.0,0.0,3.0,-1,-1,-1,data/train/audio/000115.wav,data/train/view1/rgb/000115.mp4,data/train/view2/rgb/000115.mp4,data/train/view3/rgb/000115.mp4,data/train/view4/rgb/000115.mp4
116,9,1,1,0,80.0,80.0,131.0,45.0,471.6,15.0,2,1,0.82,193.0,208.0,-1,-1,-1,data/train/audio/000116.wav,data/train/view1/rgb/000116.mp4,data/train/view2/rgb/000116.mp4,data/train/view3/rgb/000116.mp4,data/train/view4/rgb/000116.mp4
117,6,2,0,0,49.0,59.0,175.0,-1.0,128.0,15.0,3,1,1.0,64.0,79.0,-1,-1,-1,data/train/audio/000117.wav,data/train/view1/rgb/000117.mp4,data/train/view2/rgb/000117.mp4,data/train/view3/rgb/000117.mp4,data/train/view4/rgb/000117.mp4
118,5,0,0,0,81.0,67.0,136.0,-1.0,363.0,134.0,3,1,1.0,182.0,316.0,-1,-1,-1,data/train/audio/000118.wav,data/train/view1/rgb/000118.mp4,data/train/view2/rgb/000118.mp4,data/train/view3/rgb/000118.mp4,data/train/view4/rgb/000118.mp4
119,1,0,1,1,98.0,61.0,119.0,-1.0,520.0,10.0,0,0,0.0,0.0,10.0,-1,-1,-1,data/train/audio/000119.wav,data/train/view1/rgb/000119.mp4,data/train/view2/rgb/000119.mp4,data/train/view3/rgb/000119.mp4,data/train/view4/rgb/000119.mp4
120,6,1,0,1,49.0,59.0,175.0,-1.0,128.0,15.0,3,2,1.0,115.0,130.0,-1,-1,-1,data/train/audio/000120.wav,data/train/view1/rgb/000120.mp4,data/train/view2/rgb/000120.mp4,data/train/view3/rgb/000120.mp4,data/train/view4/rgb/000120.mp4
121,4,1,1,1,88.0,56.0,91.0,-1.0,296.0,86.0,2,2,0.82,219.0,305.0,-1,-1,-1,data/train/audio/000121.wav,data/train/view1/rgb/000121.mp4,data/train/view2/rgb/000121.mp4,data/train/view3/rgb/000121.mp4,data/train/view4/rgb/000121.mp4
122,6,1,1,1,49.0,59.0,175.0,-1.0,128.0,15.0,3,2,1.0,115.0,130.0,-1,-1,-1,data/train/audio/000122.wav,data/train/view1/rgb/000122.mp4,data/train/view2/rgb/000122.mp4,data/train/view3/rgb/000122.mp4,data/train/view4/rgb/000122.mp4
123,9,2,1,1,80.0,80.0,131.0,45.0,471.6,15.0,1,2,0.34,159.0,174.0,-1,-1,-1,data/train/audio/000123.wav,data/train/view1/rgb/000123.mp4,data/train/view2/rgb/000123.mp4,data/train/view3/rgb/000123.mp4,data/train/view4/rgb/000123.mp4
124,2,1,0,0,69.0,42.0,72.0,-1.0,185.0,2.0,1,1,0.34,35.0,37.0,-1,-1,-1,data/train/audio/000124.wav,data/train/view1/rgb/000124.mp4,data/train/view2/rgb/000124.mp4,data/train/view3/rgb/000124.mp4,data/train/view4/rgb/000124.mp4
125,6,0,1,1,49.0,59.0,175.0,-1.0,128.0,15.0,1,2,0.34,39.0,54.0,-1,-1,-1,data/train/audio/000125.wav,data/train/view1/rgb/000125.mp4,data/train/view2/rgb/000125.mp4,data/train/view3/rgb/000125.mp4,data/train/view4/rgb/000125.mp4
126,1,2,1,1,98.0,61.0,119.0,-1.0,520.0,10.0,1,2,0.34,195.0,205.0,-1,-1,-1,data/train/audio/000126.wav,data/train/view1/rgb/000126.mp4,data/train/view2/rgb/000126.mp4,data/train/view3/rgb/000126.mp4,data/train/view4/rgb/000126.mp4
127,7,2,1,1,193.0,193.0,241.0,69.0,3209.397,59.0,1,1,0.34,717.0,776.0,-1,-1,-1,data/train/audio/000127.wav,data/train/view1/rgb/000127.mp4,data/train/view2/rgb/000127.mp4,data/train/view3/rgb/000127.mp4,data/train/view4/rgb/000127.mp4
128,8,2,0,1,135.0,135.0,164.0,56.0,1239.84,31.0,0,0,0.0,0.0,31.0,-1,-1,-1,data/train/audio/000128.wav,data/train/view1/rgb/000128.mp4,data/train/view2/rgb/000128.mp4,data/train/view3/rgb/000128.mp4,data/train/view4/rgb/000128.mp4
129,8,0,0,0,135.0,135.0,164.0,56.0,1239.84,31.0,2,2,0.82,1084.0,1115.0,-1,-1,-1,data/train/audio/000129.wav,data/train/view1/rgb/000129.mp4,data/train/view2/rgb/000129.mp4,data/train/view3/rgb/000129.mp4,data/train/view4/rgb/000129.mp4
130,3,1,1,1,69.0,39.0,85.0,-1.0,202.0,3.0,2,2,0.82,147.6,150.6,-1,-1,-1,data/train/audio/000130.wav,data/train/view1/rgb/000130.mp4,data/train/view2/rgb/000130.mp4,data/train/view3/rgb/000130.mp4,data/train/view4/rgb/000130.mp4
131,3,0,0,0,69.0,39.0,85.0,-1.0,202.0,3.0,1,2,0.34,66.0,69.0,-1,-1,-1,data/train/audio/000131.wav,data/train/view1/rgb/000131.mp4,data/train/view2/rgb/000131.mp4,data/train/view3/rgb/000131.mp4,data/train/view4/rgb/000131.mp4
132,5,2,1,1,81.0,67.0,136.0,-1.0,363.0,134.0,1,1,0.34,71.0,205.0,-1,-1,-1,data/train/audio/000132.wav,data/train/view1/rgb/000132.mp4,data/train/view2/rgb/000132.mp4,data/train/view3/rgb/000132.mp4,data/train/view4/rgb/000132.mp4
133,1,0,0,0,98.0,61.0,119.0,-1.0,520.0,10.0,3,2,1.0,468.0,478.0,-1,-1,-1,data/train/audio/000133.wav,data/train/view1/rgb/000133.mp4,data/train/view2/rgb/000133.mp4,data/train/view3/rgb/000133.mp4,data/train/view4/rgb/000133.mp4
134,3,2,0,1,69.0,39.0,85.0,-1.0,202.0,3.0,2,1,0.82,82.0,85.0,-1,-1,-1,data/train/audio/000134.wav,data/train/view1/rgb/000134.mp4,data/train/view2/rgb/000134.mp4,data/train/view3/rgb/000134.mp4,data/train/view4/rgb/000134.mp4
135,8,2,0,0,135.0,135.0,164.0,56.0,1239.84,31.0,2,2,0.82,1084.0,1115.0,-1,-1,-1,data/train/audio/000135.wav,data/train/view1/rgb/000135.mp4,data/train/view2/rgb/000135.mp4,data/train/view3/rgb/000135.mp4,data/train/view4/rgb/000135.mp4
136,4,2,1,0,88.0,56.0,91.0,-1.0,296.0,86.0,1,1,0.34,45.0,131.0,-1,-1,-1,data/train/audio/000136.wav,data/train/view1/rgb/000136.mp4,data/train/view2/rgb/000136.mp4,data/train/view3/rgb/000136.mp4,data/train/view4/rgb/000136.mp4
137,5,1,1,0,81.0,67.0,136.0,-1.0,363.0,134.0,3,1,1.0,182.0,316.0,-1,-1,-1,data/train/audio/000137.wav,data/train/view1/rgb/000137.mp4,data/train/view2/rgb/000137.mp4,data/train/view3/rgb/000137.mp4,data/train/view4/rgb/000137.mp4
138,2,0,0,0,69.0,42.0,72.0,-1.0,185.0,2.0,2,2,0.82,137.0,139.0,-1,-1,-1,data/train/audio/000138.wav,data/train/view1/rgb/000138.mp4,data/train/view2/rgb/000138.mp4,data/train/view3/rgb/000138.mp4,data/train/view4/rgb/000138.mp4
139,6,1,1,1,49.0,59.0,175.0,-1.0,128.0,15.0,2,1,0.82,53.0,68.0,-1,-1,-1,data/train/audio/000139.wav,data/train/view1/rgb/000139.mp4,data/train/view2/rgb/000139.mp4,data/train/view3/rgb/000139.mp4,data/train/view4/rgb/000139.mp4
140,6,2,0,0,49.0,59.0,175.0,-1.0,128.0,15.0,1,1,0.34,22.0,37.0,-1,-1,-1,data/train/audio/000140.wav,data/train/view1/rgb/000140.mp4,data/train/view2/rgb/000140.mp4,data/train/view3/rgb/000140.mp4,data/train/view4/rgb/000140.mp4
141,1,0,1,0,98.0,61.0,119.0,-1.0,520.0,10.0,2,1,0.82,222.0,232.0,-1,-1,-1,data/train/audio/000141.wav,data/train/view1/rgb/000141.mp4,data/train/view2/rgb/000141.mp4,data/train/view3/rgb/000141.mp4,data/train/view4/rgb/000141.mp4
142,2,2,1,0,69.0,42.0,72.0,-1.0,185.0,2.0,1,1,0.34,35.0,37.0,-1,-1,-1,data/train/audio/000142.wav,data/train/view1/rgb/000142.mp4,data/train/view2/rgb/000142.mp4,data/train/view3/rgb/000142.mp4,data/train/view4/rgb/000142.mp4
143,7,1,1,0,193.0,193.0,241.0,69.0,3209.397,59.0,2,1,0.82,1489.0,1548.0,-1,-1,-1,data/train/audio/000143.wav,data/train/view1/rgb/000143.mp4,data/train/view2/rgb/000143.mp4,data/train/view3/rgb/000143.mp4,data/train/view4/rgb/000143.mp4
144,5,1,1,1,81.0,67.0,136.0,-1.0,363.0,134.0,2,2,0.82,262.0,396.0,-1,-1,-1,data/train/audio/000144.wav,data/train/view1/rgb/000144.mp4,data/train/view2/rgb/000144.mp4,data/train/view3/rgb/000144.mp4,data/train/view4/rgb/000144.mp4
145,3,2,0,0,69.0,39.0,85.0,-1.0,202.0,3.0,3,1,1.0,101.0,104.0,-1,-1,-1,data/train/audio/000145.wav,data/train/view1/rgb/000145.mp4,data/train/view2/rgb/000145.mp4,data/train/view3/rgb/000145.mp4,data/train/view4/rgb/000145.mp4
146,6,0,0,1,49.0,59.0,175.0,-1.0,128.0,15.0,3,1,1.0,64.0,79.0,-1,-1,-1,data/train/audio/000146.wav,data/train/view1/rgb/000146.mp4,data/train/view2/rgb/000146.mp4,data/train/view3/rgb/000146.mp4,data/train/view4/rgb/000146.mp4
147,1,1,1,1,98.0,61.0,119.0,-1.0,520.0,10.0,3,2,1.0,468.0,478.0,-1,-1,-1,data/train/audio/000147.wav,data/train/view1/rgb/000147.mp4,data/train/view2/rgb/000147.mp4,data/train/view3/rgb/000147.mp4,data/train/view4/rgb/000147.mp4
148,9,0,0,1,80.0,80.0,131.0,45.0,471.6,15.0,0,0,0.0,0.0,15.0,-1,-1,-1,data/train/audio/000148.wav,data/train/view1/rgb/000148.mp4,data/train/view2/rgb/000148.mp4,data/train/view3/rgb/000148.mp4,data/train/view4/rgb/000148.mp4
149,1,1,0,1,98.0,61.0,119.0,-1.0,520.0,10.0,1,2,0.34,195.0,205.0,-1,-1,-1,data/train/audio/000149.wav,data/train/view1/rgb/000149.mp4,data/train/view2/rgb/000149.mp4,data/train/view3/rgb/000149.mp4,data/train/view4/rgb/000149.mp4
150,6,1,0,1,49.0,59.0,175.0,-1.0,128.0,15.0,0,0,0.0,0.0,15.0,-1,-1,-1,data/train/audio/000150.wav,data/train/view1/rgb/000150.mp4,data/train/view2/rgb/000150.mp4,data/train/view3/rgb/000150.mp4,data/train/view4/rgb/000150.mp4
151,2,2,0,1,69.0,42.0,72.0,-1.0,185.0,2.0,0,0,0.0,0.0,2.0,-1,-1,-1,data/train/audio/000151.wav,data/train/view1/rgb/000151.mp4,data/train/view2/rgb/000151.mp4,data/train/view3/rgb/000151.mp4,data/train/view4/rgb/000151.mp4
152,1,0,0,1,98.0,61.0,119.0,-1.0,520.0,10.0,2,2,0.82,399.0,409.0,-1,-1,-1,data/train/audio/000152.wav,data/train/view1/rgb/000152.mp4,data/train/view2/rgb/000152.mp4,data/train/view3/rgb/000152.mp4,data/train/view4/rgb/000152.mp4
153,5,2,1,0,81.0,67.0,136.0,-1.0,363.0,134.0,3,1,1.0,182.0,316.0,-1,-1,-1,data/train/audio/000153.wav,data/train/view1/rgb/000153.mp4,data/train/view2/rgb/000153.mp4,data/train/view3/rgb/000153.mp4,data/train/view4/rgb/000153.mp4
154,3,2,0,1,69.0,39.0,85.0,-1.0,202.0,3.0,0,0,0.0,0.0,3.0,-1,-1,-1,data/train/audio/000154.wav,data/train/view1/rgb/000154.mp4,data/train/view2/rgb/000154.mp4,data/train/view3/rgb/000154.mp4,data/train/view4/rgb/000154.mp4
155,9,2,1,1,80.0,80.0,131.0,45.0,471.6,15.0,1,1,0.34,89.0,104.0,-1,-1,-1,data/train/audio/000155.wav,data/train/view1/rgb/000155.mp4,data/train/view2/rgb/000155.mp4,data/train/view3/rgb/000155.mp4,data/train/view4/rgb/000155.mp4
156,2,2,1,0,69.0,42.0,72.0,-1.0,185.0,2.0,0,0,0.0,0.0,2.0,-1,-1,-1,data/train/audio/000156.wav,data/train/view1/rgb/000156.mp4,data/train/view2/rgb/000156.mp4,data/train/view3/rgb/000156.mp4,data/train/view4/rgb/000156.mp4
157,2,2,0,0,69.0,42.0,72.0,-1.0,185.0,2.0,3,2,1.0,167.0,169.0,-1,-1,-1,data/train/audio/000157.wav,data/train/view1/rgb/000157.mp4,data/train/view2/rgb/000157.mp4,data/train/view3/rgb/000157.mp4,data/train/view4/rgb/000157.mp4
158,7,1,0,0,193.0,193.0,241.0,69.0,3209.397,59.0,1,2,0.34,1291.0,1350.0,-1,-1,-1,data/train/audio/000158.wav,data/train/view1/rgb/000158.mp4,data/train/view2/rgb/000158.mp4,data/train/view3/rgb/000158.mp4,data/train/view4/rgb/000158.mp4
159,4,1,0,1,88.0,56.0,91.0,-1.0,296.0,86.0,3,2,1.0,266.0,352.0,-1,-1,-1,data/train/audio/000159.wav,data/train/view1/rgb/000159.mp4,data/train/view2/rgb/000159.mp4,data/train/view3/rgb/000159.mp4,data/train/view4/rgb/000159.mp4
160,5,2,0,1,81.0,67.0,136.0,-1.0,363.0,134.0,3,2,1.0,327.0,461.0,-1,-1,-1,data/train/audio/000160.wav,data/train/view1/rgb/000160.mp4,data/train/view2/rgb/000160.mp4,data/train/view3/rgb/000160.mp4,data/train/view4/rgb/000160.mp4
161,8,2,1,0,135.0,135.0,164.0,56.0,1239.84,31.0,0,0,0.0,0.0,31.0,-1,-1,-1,data/train/audio/000161.wav,data/train/view1/rgb/000161.mp4,data/train/view2/rgb/000161.mp4,data/train/view3/rgb/000161.mp4,data/train/view4/rgb/000161.mp4
162,3,1,1,0,69.0,39.0,85.0,-1.0,202.0,3.0,3,2,1.0,182.0,185.0,-1,-1,-1,data/train/audio/000162.wav,data/train/view1/rgb/000162.mp4,data/train/view2/rgb/000162.mp4,data/train/view3/rgb/000162.mp4,data/train/view4/rgb/000162.mp4
163,1,0,0,0,98.0,61.0,119.0,-1.0,520.0,10.0,2,2,0.82,399.0,409.0,-1,-1,-1,data/train/audio/000163.wav,data/train/view1/rgb/000163.mp4,data/train/view2/rgb/000163.mp4,data/train/view3/rgb/000163.mp4,data/train/view4/rgb/000163.mp4
164,2,1,1,1,69.0,42.0,72.0,-1.0,185.0,2.0,2,2,0.82,137.0,139.0,-1,-1,-1,data/train/audio/000164.wav,data/train/view1/rgb/000164.mp4,data/train/view2/rgb/000164.mp4,data/train/view3/rgb/000164.mp4,data/train/view4/rgb/000164.mp4
165,8,0,1,1,135.0,135.0,164.0,56.0,1239.84,31.0,2,2,0.82,1084.0,1115.0,-1,-1,-1,data/train/audio/000165.wav,data/train/view1/rgb/000165.mp4,data/train/view2/rgb/000165.mp4,data/train/view3/rgb/000165.mp4,data/train/view4/rgb/000165.mp4
166,1,1,0,0,98.0,61.0,119.0,-1.0,520.0,10.0,3,1,1.0,260.0,270.0,-1,-1,-1,data/train/audio/000166.wav,data/train/view1/rgb/000166.mp4,data/train/view2/rgb/000166.mp4,data/train/view3/rgb/000166.mp4,data/train/view4/rgb/000166.mp4
167,3,2,0,1,69.0,39.0,85.0,-1.0,202.0,3.0,1,2,0.34,66.0,69.0,-1,-1,-1,data/train/audio/000167.wav,data/train/view1/rgb/000167.mp4,data/train/view2/rgb/000167.mp4,data/train/view3/rgb/000167.mp4,data/train/view4/rgb/000167.mp4
168,9,1,1,0,80.0,80.0,131.0,45.0,471.6,15.0,2,2,0.82,347.0,362.0,-1,-1,-1,data/train/audio/000168.wav,data/train/view1/rgb/000168.mp4,data/train/view2/rgb/000168.mp4,data/train/view3/rgb/000168.mp4,data/train/view4/rgb/000168.mp4
169,8,0,0,1,135.0,135.0,164.0,56.0,1239.84,31.0,2,2,0.82,1084.0,1115.0,-1,-1,-1,data/train/audio/000169.wav,data/train/view1/rgb/000169.mp4,data/train/view2/rgb/000169.mp4,data/train/view3/rgb/000169.mp4,data/train/view4/rgb/000169.mp4
170,3,0,0,0,69.0,39.0,85.0,-1.0,202.0,3.0,3,1,1.0,101.0,104.0,-1,-1,-1,data/train/audio/000170.wav,data/train/view1/rgb/000170.mp4,data/train/view2/rgb/000170.mp4,data/train/view3/rgb/000170.mp4,data/train/view4/rgb/000170.mp4
171,8,0,0,1,135.0,135.0,164.0,56.0,1239.84,31.0,1,1,0.34,266.0,297.0,-1,-1,-1,data/train/audio/000171.wav,data/train/view1/rgb/000171.mp4,data/train/view2/rgb/000171.mp4,data/train/view3/rgb/000171.mp4,data/train/view4/rgb/000171.mp4
172,1,1,0,0,98.0,61.0,119.0,-1.0,520.0,10.0,1,2,0.34,195.0,205.0,-1,-1,-1,data/train/audio/000172.wav,data/train/view1/rgb/000172.mp4,data/train/view2/rgb/000172.mp4,data/train/view3/rgb/000172.mp4,data/train/view4/rgb/000172.mp4
173,2,2,0,1,69.0,42.0,72.0,-1.0,185.0,2.0,2,2,0.82,137.0,139.0,-1,-1,-1,data/train/audio/000173.wav,data/train/view1/rgb/000173.mp4,data/train/view2/rgb/000173.mp4,data/train/view3/rgb/000173.mp4,data/train/view4/rgb/000173.mp4
174,9,0,0,1,80.0,80.0,131.0,45.0,471.6,15.0,1,2,0.34,159.0,174.0,-1,-1,-1,data/train/audio/000174.wav,data/train/view1/rgb/000174.mp4,data/train/view2/rgb/000174.mp4,data/train/view3/rgb/000174.mp4,data/train/view4/rgb/000174.mp4
175,5,2,1,1,81.0,67.0,136.0,-1.0,363.0,134.0,2,1,0.82,146.0,280.0,-1,-1,-1,data/train/audio/000175.wav,data/train/view1/rgb/000175.mp4,data/train/view2/rgb/000175.mp4,data/train/view3/rgb/000175.mp4,data/train/view4/rgb/000175.mp4
176,8,2,1,0,135.0,135.0,164.0,56.0,1239.84,31.0,1,1,0.34,266.0,297.0,-1,-1,-1,data/train/audio/000176.wav,data/train/view1/rgb/000176.mp4,data/train/view2/rgb/000176.mp4,data/train/view3/rgb/000176.mp4,data/train/view4/rgb/000176.mp4
177,2,1,1,0,69.0,42.0,72.0,-1.0,185.0,2.0,3,1,1.0,93.0,95.0,-1,-1,-1,data/train/audio/000177.wav,data/train/view1/rgb/000177.mp4,data/train/view2/rgb/000177.mp4,data/train/view3/rgb/000177.mp4,data/train/view4/rgb/000177.mp4
178,3,0,0,0,69.0,39.0,85.0,-1.0,202.0,3.0,0,0,0.0,0.0,3.0,-1,-1,-1,data/train/audio/000178.wav,data/train/view1/rgb/000178.mp4,data/train/view2/rgb/000178.mp4,data/train/view3/rgb/000178.mp4,data/train/view4/rgb/000178.mp4
179,2,0,0,0,69.0,42.0,72.0,-1.0,185.0,2.0,3,1,1.0,93.0,95.0,-1,-1,-1,data/train/audio/000179.wav,data/train/view1/rgb/000179.mp4,data/train/view2/rgb/000179.mp4,data/train/view3/rgb/000179.mp4,data/train/view4/rgb/000179.mp4
180,5,1,0,1,81.0,67.0,136.0,-1.0,363.0,134.0,0,0,0.0,0.0,134.0,-1,-1,-1,data/train/audio/000180.wav,data/train/view1/rgb/000180.mp4,data/train/view2/rgb/000180.mp4,data/train/view3/rgb/000180.mp4,data/train/view4/rgb/000180.mp4
181,8,0,0,0,135.0,135.0,164.0,56.0,1239.84,31.0,1,1,0.34,266.0,297.0,-1,-1,-1,data/train/audio/000181.wav,data/train/view1/rgb/000181.mp4,data/train/view2/rgb/000181.mp4,data/train/view3/rgb/000181.mp4,data/train/view4/rgb/000181.mp4
182,4,0,1,1,88.0,56.0,91.0,-1.0,296.0,86.0,1,1,0.34,45.0,131.0,-1,-1,-1,data/train/audio/000182.wav,data/train/view1/rgb/000182.mp4,data/train/view2/rgb/000182.mp4,data/train/view3/rgb/000182.mp4,data/train/view4/rgb/000182.mp4
183,4,0,0,1,88.0,56.0,91.0,-1.0,296.0,86.0,2,2,0.82,219.0,305.0,-1,-1,-1,data/train/audio/000183.wav,data/train/view1/rgb/000183.mp4,data/train/view2/rgb/000183.mp4,data/train/view3/rgb/000183.mp4,data/train/view4/rgb/000183.mp4
184,3,1,1,0,69.0,39.0,85.0,-1.0,202.0,3.0,3,1,1.0,101.0,104.0,-1,-1,-1,data/train/audio/000184.wav,data/train/view1/rgb/000184.mp4,data/train/view2/rgb/000184.mp4,data/train/view3/rgb/000184.mp4,data/train/view4/rgb/000184.mp4
185,3,2,1,0,69.0,39.0,85.0,-1.0,202.0,3.0,2,1,0.82,82.0,85.0,-1,-1,-1,data/train/audio/000185.wav,data/train/view1/rgb/000185.mp4,data/train/view2/rgb/000185.mp4,data/train/view3/rgb/000185.mp4,data/train/view4/rgb/000185.mp4
186,3,1,0,1,69.0,39.0,85.0,-1.0,202.0,3.0,3,2,1.0,182.0,185.0,-1,-1,-1,data/train/audio/000186.wav,data/train/view1/rgb/000186.mp4,data/train/view2/rgb/000186.mp4,data/train/view3/rgb/000186.mp4,data/train/view4/rgb/000186.mp4
187,3,2,0,0,69.0,39.0,85.0,-1.0,202.0,3.0,2,2,0.82,147.6,150.6,-1,-1,-1,data/train/audio/000187.wav,data/train/view1/rgb/000187.mp4,data/train/view2/rgb/000187.mp4,data/train/view3/rgb/000187.mp4,data/train/view4/rgb/000187.mp4
188,5,1,0,1,81.0,67.0,136.0,-1.0,363.0,134.0,1,1,0.34,71.0,205.0,-1,-1,-1,data/train/audio/000188.wav,data/train/view1/rgb/000188.mp4,data/train/view2/rgb/000188.mp4,data/train/view3/rgb/000188.mp4,data/train/view4/rgb/000188.mp4
